Date,Non Durable Goods,Durable Goods,Manufacturing,Energy,Chemicals,Business Equipment,Telecom,Utilities,Retail,Healthcare,Finance,Other
200912,2.67,5.07,4.51,-0.55,-0.31,5.89,6.26,5.86,1.97,2.44,0.94,1.87
201001,-2.28,-0.87,-4.42,-4.73,-1.09,-7.91,-6.7,-4.5,-1.85,0,-1.17,-2.44
201002,2.8,7.3,5.75,2.41,4.13,4.8,2.85,-0.43,4.29,0.38,2.71,4.63
201003,6.02,9.28,7.82,3.17,4.1,6.67,7.61,3.1,6.24,3.63,8.15,8.9
201004,-1.01,7.2,4.25,3.6,1.28,2.16,3.6,2.86,2.56,-2.22,0.95,4.27
201005,-5.66,-8.7,-9.08,-10.7,-6.75,-7.67,-5.81,-6.31,-5.34,-8.02,-9.12,-8.26
201006,-1.98,-10.31,-6.45,-6.41,-4.38,-6.16,-3.99,-0.72,-9.03,-1.57,-7.31,-8.18
201007,7.39,15.03,10.13,7.74,8.52,7.57,9.59,6.79,4.62,2.18,6.62,9.01
201008,-1.28,-9.48,-7.26,-3.38,-1.98,-6.43,-2.13,0.41,-3.93,-1.65,-8.38,-5.79
201009,6.21,13.63,12.2,9.64,6.13,12.4,7.97,3.64,12.08,9,7.45,11.52
201010,4.32,8.4,4.51,4.38,6.39,6.41,4.52,1.86,2.43,2.03,1.97,3.66
201011,0.13,7.28,2.78,5.59,-1.1,-0.81,-1.89,-1.31,4.18,-3.33,-0.34,2
201012,4.38,8.54,7.36,9.37,6.3,6.02,6.57,3.22,3.26,5.43,10.51,8.33
201101,-2.27,0.48,4.17,6.93,0.09,3.94,0.03,2.23,-0.88,-0.61,2.24,1.36
201102,4.88,-1.4,3.48,7.65,3.31,2.28,7.48,2.43,2.28,3.36,2.65,2.67
201103,2.78,1.74,2.33,1.91,0.77,-1.54,1.6,0.91,1.1,2.4,-1.48,0.35
201104,4.48,2.22,2.13,1.3,4.87,3.08,3.35,3.99,4.53,6.37,0.65,1.99
201105,1.8,-3.54,-2.96,-4.56,-0.41,-1.68,0.91,1.3,0.83,1.94,-2.49,-2.17
201106,-0.93,-1.23,-0.01,-2.49,-1.79,-2.38,-1.34,-0.34,-0.89,-1.83,-2.18,-1.83
201107,-0.4,-8.92,-5.93,0.56,-2.16,-0.3,-4.87,-0.35,-0.68,-3.55,-3.91,-3.49
201108,-0.79,-12,-7.57,-10.12,-3.14,-6.91,-5.22,0.14,-2.87,-3.27,-9.11,-5.56
201109,-4.93,-14.11,-11.8,-12.46,-9.57,-4.83,-5.79,-1.64,-3.88,-4.1,-11.03,-9.39
201110,6.57,23.21,16.22,16.42,10.08,11.86,7.58,6.66,9.76,5.54,13.43,13.02
201111,1.39,-8.01,1.83,1.71,0.56,-1.9,0.29,0.98,1.11,1.43,-2.91,-0.03
201112,1.88,-1.16,-1.73,-0.57,1.05,-1.46,3.18,2.96,0.88,3.51,1.76,0.33
201201,0.54,13.52,8.08,1.41,4.14,8.16,2.45,-2.7,4.03,3.38,7.16,6.3
201202,3.67,6.02,3.92,6.55,3.65,6.74,4.78,1.25,3.18,1.31,6.48,0.7
201203,4,0.92,0.08,-3.25,1.94,4.71,2.5,1.43,4.62,3.95,6.87,1.99
201204,0.76,-6.98,-0.94,-1.67,-0.14,-2,1.73,1.75,0.98,0.63,-2.42,-0.65
201205,-2.56,-8.15,-8.64,-10.73,-6.13,-7.85,-1.07,-0.94,-3.08,-3.39,-9.01,-4.77
201206,3.28,-5.51,0.74,5.85,2.12,2.87,7.09,3.39,2.1,6.64,4.52,5.11
201207,1.46,0.3,0.53,2.78,1.47,-0.56,4.05,3.74,1.24,1.69,-1.08,-0.82
201208,0.23,4.11,3.5,2.41,3,4.54,0.97,-3.32,2.72,1.04,4.13,1.13
201209,1.05,3.58,1.44,3.54,1.96,1.56,4.72,2.18,1.96,4.74,3.61,4.1
201210,-1.7,5.91,-0.43,-1.79,-1.08,-6.33,-2.02,1.04,-1.02,-1.84,1.97,-1.04
201211,3.19,3.11,2.93,-1.51,2.13,1.88,0.06,-3.75,1.4,1.48,-0.67,0.87
201212,-2.21,7.31,3.74,1.29,1.1,0.27,1.24,0.15,-1.1,-0.43,4.31,2.27
201301,5.21,3.54,5.63,7.71,6.75,2.47,4.71,5.09,5.53,8.11,6.32,7.66
201302,3.25,0.02,1.3,0.42,1.28,0.58,2.2,2.05,0.83,1.36,1.29,2.36
201303,5.01,4.02,3.17,2.13,1.6,2.6,5.55,5.51,4.67,6.57,4.54,3.35
201304,3.74,3.57,-0.23,-1.35,2.78,0.52,4.38,5.04,2.7,2.57,1.58,-0.04
201305,-2.29,9.9,4.56,3.03,1.3,4.31,-1.87,-6.96,2.23,1.86,7.04,4.39
201306,-0.02,-0.49,-1.56,-2.39,-2.76,-2.84,1.95,0.75,-0.02,-1.43,-0.43,-2.28
201307,3.04,9.12,6.39,5.02,5.36,5.95,3.73,4.6,5.97,7.84,6.23,4.03
201308,-3.94,-1.08,-1.82,-1.88,-1.94,-0.02,-3.28,-4.42,-4.23,-3.67,-4.18,-2.9
201309,1.94,6.41,6.7,2,2.6,3.79,4.12,1.05,4.45,4.04,3.19,4.71
201310,4.61,0.83,4.16,4.84,5.3,3.89,5.62,3.35,5.1,3.73,3.35,4.27
201311,1.29,1.91,3.26,0.94,2.41,3.52,0.47,-1.81,3.67,4.48,5.97,2.36
201312,2.5,1.07,3.97,3,1.22,4.16,3.72,1.79,0.26,0.72,2.7,3.64
201401,-5.71,-3.59,-4.17,-6.97,-4.65,-1.2,-3.93,2.47,-6.65,2.05,-4.19,-4.49
201402,3.55,7.99,5.31,5.75,5.55,5.14,2.78,3.08,5.25,6.51,3.21,3.85
201403,3.14,-1.01,-0.17,2.51,1.2,-0.85,0.06,2.69,-0.67,-2.7,2.35,2.12
201404,1.22,0.3,0.42,5.62,1.54,-1.14,0.23,3.97,-0.92,-0.28,-3.41,1
201405,3.37,0.71,1.39,1.01,1.21,3.45,4.06,-0.03,0.77,1.85,1.88,1.64
201406,1.26,4.38,2.3,4.17,-0.31,2.95,1.6,5.42,1.23,2.74,2.95,1
201407,-4.4,-4.6,-4.9,-3.56,-2.88,0.41,0.5,-6.47,-2.32,-0.42,-1.99,-2.37
201408,5.64,5.18,4.6,2.39,5.15,4.23,0.54,5.38,5,5.4,3.85,5.18
201409,-0.08,-9.52,-3.37,-7.94,-0.94,-1.36,-1.69,-3.43,-1.45,0.12,-0.67,-1.55
201410,2.66,3.91,3.25,-4.46,0.91,1.25,1.41,6.68,3.2,5.67,3.87,2.55
201411,4.81,4.81,2.08,-9.89,2.51,4.23,3.1,0.29,7.66,2.82,2,3.95
201412,-2.39,0.59,-0.49,0.48,0.6,-1.36,-1.83,1.85,1.57,-0.92,1.94,-0.16
